sku,product_name,category,manufacturer,base_price,mrp,batch_number,manufacturing_date,expiry_date,stock_quantity,daily_demand,status
BAKERY-BREAD-001,Britannia 100% Whole Wheat Bread 400g,Bakery,Britannia Industries,45.0,50.0,BBRE-1127,2026-01-27,2026-09-29 22:46:57,142,5,SAFE
COND-MUSTARD-002,French's Classic Yellow Mustard 226g,Condiments,Wingreens Farms,210.0,230.0,BMUS-1052,2026-01-08,2027-01-03 08:48:22,298,11,SAFE
SPICE-PEPPER-005,Keya Black Pepper Grinder 50g,Spices,MDH Spices,160.0,175.0,BPEP-1082,2025-10-21,2026-10-11,300,9,SAFE
SAUCE-CHILLI-005,Heinz Sweet Chilli Sauce 300g,Sauces,Hindustan Unilever,160.0,175.0,BCHI-1485,2025-12-03,2026-08-29 04:43:20,287,10,CRITICAL
DISC-FANTASY-003,Sunfeast Dark Fantasy Choco Fills 300g,Biscuits,Parle Products,160.0,175.0,BFAN-1479,2025-11-25,2026-08-29 03:34:11,292,28,CRITICAL
SNACK-CHIPS-001,Lay's India's Magic Masala Chips 50g,Snacks,PepsiCo India,20.0,20.0,BCHI-1461,2026-04-28,2026-08-28 05:56:07,310,5,CRITICAL
COND-TABASCO-001,Tabasco Original Red Pepper Sauce 60ml,Condiments,Wingreens Farms,220.0,240.0,BTAB-1272,2025-09-18,2026-09-06,88,11,SAFE
CER-MUESLI-003,Baggry's Crunchy Muesli Fruit & Nut 400g,Cereals,Kellogg India,270.0,290.0,BMUE-1242,2025-12-06,2026-09-10,54,22,SAFE
INST-PASTA-003,Maggi Pazzta Cheese Macaroni 70g,Instant Foods,Nestle India,30.0,35.0,BPAS-1030,2025-11-29,2026-11-18,141,9,SAFE
DISC-OREO-004,Oreo Chocolate Cream Biscuits 120g,Biscuits,Parle Products,35.0,40.0,BORE-1492,2025-11-22,2026-08-27 19:05:20,247,17,DONATION
CER-CORN-001,Kellogg's Corn Flakes Original 875g,Cereals,Kellogg India,310.0,330.0,BCOR-1448,2026-04-12,2026-08-30 04:46:10,276,25,WARNING
SAUCE-SCHZ-002,Ching's Secret Schezwan Chutney 250g,Sauces,Hindustan Unilever,80.0,85.0,BSCH-1113,2026-03-01,2026-11-27,189,10,SAFE
BEV-DRINK-005,Paper Boat Aamras Juice 250ml,Beverages,Dabur India,35.0,40.0,BDRI-1306,2026-04-01,2026-12-02 07:14:21,180,24,SAFE
CANNED-MUSHROOM-004,Urban Platter Button Mushrooms 400g,Canned Foods,Del Monte India,110.0,120.0,BMUS-1164,2026-01-16,2026-12-21,33,21,SAFE
DAIRY-CHEESE-005,Britannia Processed Cheese Slices 200g,Dairy,Amul India,140.0,145.0,BCHE-1014,2026-03-31,2027-01-20 22:03:20,123,20,SAFE
SPICE-CORI-004,Tata Sampann Coriander Powder 200g,Spices,MDH Spices,70.0,75.0,BCOR-1093,2026-05-17,2026-12-05,154,15,SAFE
DAIRY-YOGURT-004,Epigamia Greek Yogurt Mango 85g,Dairy,Amul India,50.0,55.0,BYOG-1139,2026-06-11,2026-09-19,152,20,SAFE
COND-MUSTARD-002,French's Classic Yellow Mustard 226g,Condiments,Wingreens Farms,210.0,230.0,BMUS-1199,2026-04-21,2026-10-17 01:19:49,28,6,SAFE
BAKERY-BUN-003,English Oven Burger Buns 4pcs,Bakery,Britannia Industries,35.0,38.0,BBUN-1165,2026-02-19,2026-10-14,61,15,SAFE
DISC-UNIBIC-005,Unibic Chocolate Chip Cookies 150g,Biscuits,Parle Products,65.0,75.0,BUNI-1258,2026-02-26,2027-01-11 19:32:20,137,11,SAFE
SPICE-CHILLI-002,MDH Deggi Mirch Powder 100g,Spices,MDH Spices,95.0,100.0,BCHI-1290,2026-05-18,2026-11-05,88,21,SAFE
SNACK-BHUJIA-003,Haldiram's Nagpur Alooo Bhujia 400g,Snacks,PepsiCo India,120.0,130.0,BBHU-1177,2026-03-22,2026-12-17 16:26:07,112,21,SAFE
BAKERY-BUN-003,English Oven Burger Buns 4pcs,Bakery,Britannia Industries,35.0,38.0,BBUN-1249,2026-01-16,2026-10-30 17:19:55,323,6,SAFE
BAKERY-BREAD-001,Britannia 100% Whole Wheat Bread 400g,Bakery,Britannia Industries,45.0,50.0,BBRE-1516,2026-01-24,2026-08-24,72,9,EXPIRED
CANNED-BEANS-003,Heinz Baked Beans in Tomato Sauce 415g,Canned Foods,Del Monte India,140.0,150.0,BBEA-1362,2025-10-19,2026-10-01,174,24,SAFE
PICKLE-GARLIC-002,Priya Garlic Pickle in Sesame Oil 300g,Pickles,Desai Foods (Mother's Recipe),110.0,125.0,BGAR-1468,2025-10-28,2026-08-28 17:31:36,320,6,CRITICAL
SNACK-CHIPS-001,Lay's India's Magic Masala Chips 50g,Snacks,PepsiCo India,20.0,20.0,BCHI-1383,2026-09-16,2027-01-12 03:48:58,163,9,SAFE
DAIRY-CURD-006,Nandini Premium Curd 500g,Dairy,Amul India,35.0,38.0,BCUR-1533,2026-05-21,2026-08-25 14:46:35,256,13,EXPIRED
PKG-DAL-001,Tata Sampann Unpolished Arhar Dal 1kg,Packaged Foods,Tata Consumer Products,165.0,175.0,BDAL-1279,2026-03-22,2027-02-20,84,4,SAFE
DISC-UNIBIC-005,Unibic Chocolate Chip Cookies 150g,Biscuits,Parle Products,65.0,75.0,BUNI-1409,2025-10-31,2026-09-06,106,5,SAFE
INST-UPMA-004,MTR Instant Vegetable Upma Mix 160g,Instant Foods,Nestle India,45.0,50.0,BUPM-1491,2026-04-12,2026-08-27 17:52:31,221,18,DONATION
SPICE-PEPPER-005,Keya Black Pepper Grinder 50g,Spices,MDH Spices,160.0,175.0,BPEP-1270,2026-01-28,2026-09-22 22:32:27,77,3,SAFE
PICKLE-MIXED-004,Nilon's Mixed Vegetable Pickle 500g,Pickles,Desai Foods (Mother's Recipe),130.0,140.0,BMIX-1330,2026-03-12,2026-11-10,274,28,SAFE
BEV-COFFEE-004,Nescafe Classic Instant Coffee 100g,Beverages,Dabur India,310.0,325.0,BCOF-1103,2026-07-27,2027-01-16,70,20,SAFE
BAKERY-BREAD-001,Britannia 100% Whole Wheat Bread 400g,Bakery,Britannia Industries,45.0,50.0,BBRE-1215,2026-06-14,2027-02-18,310,18,SAFE
JUICE-ORANGE-003,Minute Maid Pulpy Orange Drink 1L,Juices,Dabur India,90.0,99.0,BORA-1071,2026-02-10,2027-02-10,115,13,SAFE
RTE-PANEER-001,MTR Ready to Eat Paneer Butter Masala 300g,Ready-to-eat foods,MTR Foods,140.0,150.0,BPAN-1197,2026-03-27,2026-10-09,134,12,SAFE
SPICE-CORI-004,Tata Sampann Coriander Powder 200g,Spices,MDH Spices,70.0,75.0,BCOR-1375,2026-01-26,2026-11-07,208,14,SAFE
PKG-RICE-002,Fortune Biryani Special Basmati Rice 1kg,Packaged Foods,Tata Consumer Products,195.0,210.0,BRIC-1519,2026-04-21,2026-08-26 22:51:26,49,2,EXPIRED
DISC-OREO-004,Oreo Chocolate Cream Biscuits 120g,Biscuits,Parle Products,35.0,40.0,BORE-1417,2026-05-19,2026-09-02 20:02:23,176,2,WARNING
BAKERY-RUSK-005,Parle Premium Elaichi Rusk 300g,Bakery,Britannia Industries,55.0,60.0,BRUS-1246,2026-06-04,2026-11-29 22:59:38,239,16,SAFE
CANNED-BEANS-003,Heinz Baked Beans in Tomato Sauce 415g,Canned Foods,Del Monte India,140.0,150.0,BBEA-1427,2026-01-15,2026-08-31 18:02:11,59,7,WARNING
DAIRY-BUTTER-002,Amul Pasteurised Butter 500g,Dairy,Amul India,270.0,275.0,BBUT-1527,2025-11-21,2026-08-15,147,7,EXPIRED
BEV-SODA-006,Coca-Cola Original Taste 1.25L,Beverages,Dabur India,60.0,65.0,BSOD-1256,2026-06-30,2026-12-15 23:41:17,334,27,SAFE
PKG-ATTA-003,Aashirvaad Shuddh Chakki Atta 5kg,Packaged Foods,Tata Consumer Products,240.0,260.0,BATT-1152,2026-07-21,2027-02-20,89,14,SAFE
FROZEN-PEAS-002,Safal Frozen Green Peas 1kg,Frozen Foods,McCain Foods,130.0,145.0,BPEA-1332,2026-03-01,2026-12-29,337,2,SAFE
PKG-ATTA-003,Aashirvaad Shuddh Chakki Atta 5kg,Packaged Foods,Tata Consumer Products,240.0,260.0,BATT-1126,2026-05-23,2026-09-23,52,20,SAFE
BEV-SODA-006,Coca-Cola Original Taste 1.25L,Beverages,Dabur India,60.0,65.0,BSOD-1316,2026-01-25,2027-01-13,178,9,SAFE
CANNED-CORN-001,Del Monte Whole Kernel Sweet Corn 400g,Canned Foods,Del Monte India,85.0,95.0,BCOR-1318,2026-04-16,2027-02-14 04:27:46,96,28,SAFE
DAIRY-YOGURT-004,Epigamia Greek Yogurt Mango 85g,Dairy,Amul India,50.0,55.0,BYOG-1529,2025-10-13,2026-08-18 07:20:39,47,10,EXPIRED
PKG-SALT-005,Tata Vacuum Evaporated Iodized Salt 1kg,Packaged Foods,Tata Consumer Products,25.0,28.0,BSAL-1018,2026-05-28,2026-09-19,93,22,SAFE
SNACK-CHIPS-001,Lay's India's Magic Masala Chips 50g,Snacks,PepsiCo India,20.0,20.0,BCHI-1077,2026-06-08,2026-12-01,160,18,SAFE
COND-SRIRACHA-004,Huy Fong Sriracha Hot Chili Sauce 255g,Condiments,Wingreens Farms,320.0,350.0,BSRI-1229,2026-04-29,2027-01-25 19:32:07,36,15,SAFE
COND-DIP-003,Wingreens Farms Chipotle Dip 180g,Condiments,Wingreens Farms,175.0,190.0,BDIP-1144,2026-04-28,2026-09-10,180,5,SAFE
DISC-OREO-004,Oreo Chocolate Cream Biscuits 120g,Biscuits,Parle Products,35.0,40.0,BORE-1141,2025-11-26,2026-10-05,266,4,SAFE
DISC-GOODDAY-002,Britannia Good Day Butter Cookies 600g,Biscuits,Parle Products,140.0,150.0,BGOO-1520,2026-04-18,2026-08-16,218,18,EXPIRED
COND-TABASCO-001,Tabasco Original Red Pepper Sauce 60ml,Condiments,Wingreens Farms,220.0,240.0,BTAB-1110,2026-02-21,2027-01-15,318,10,SAFE
PICKLE-CHILLI-005,Bedekar Green Chilli Pickle 300g,Pickles,Desai Foods (Mother's Recipe),85.0,95.0,BCHI-1182,2025-11-16,2026-10-18,166,25,SAFE
PICKLE-LIME-003,Tops Spicy Lime Pickle 400g,Pickles,Desai Foods (Mother's Recipe),95.0,105.0,BLIM-1089,2026-09-03,2027-01-03,184,19,SAFE
CANNED-BEANS-003,Heinz Baked Beans in Tomato Sauce 415g,Canned Foods,Del Monte India,140.0,150.0,BBEA-1219,2026-05-17,2027-02-10 01:29:46,88,20,SAFE
BEV-JUICE-001,Real Fruit Power Mango Juice 1L,Beverages,Dabur India,110.0,120.0,BJUI-1350,2026-05-31,2026-12-25,34,7,SAFE
DAIRY-PANEER-003,Mother Dairy Fresh Paneer 200g,Dairy,Amul India,90.0,95.0,BPAN-1196,2025-12-26,2026-09-12 11:00:59,79,27,SAFE
DISC-FANTASY-003,Sunfeast Dark Fantasy Choco Fills 300g,Biscuits,Parle Products,160.0,175.0,BFAN-1432,2026-05-01,2026-08-31 23:21:33,156,15,WARNING
BEV-JUICE-002,Tropicana 100% Orange Juice 1L,Beverages,Dabur India,130.0,140.0,BJUI-1255,2025-12-06,2026-11-30 12:01:40,187,26,SAFE
RTE-BIRYAN-004,Tata Q Spicy Chicken Biryani 330g,Ready-to-eat foods,MTR Foods,185.0,199.0,BBIR-1440,2026-03-05,2026-09-03,296,2,WARNING
COND-SRIRACHA-004,Huy Fong Sriracha Hot Chili Sauce 255g,Condiments,Wingreens Farms,320.0,350.0,BSRI-1371,2026-03-20,2026-11-22,217,10,SAFE
FROZEN-FRIES-001,McCain French Fries Crispy 750g,Frozen Foods,McCain Foods,170.0,185.0,BFRI-1222,2026-09-05,2027-01-16,94,7,SAFE
SPICE-GARAM-001,Everest Royal Garam Masala 100g,Spices,MDH Spices,85.0,90.0,BGAR-1294,2026-03-10,2026-10-28 01:48:54,73,2,SAFE
DISC-UNIBIC-005,Unibic Chocolate Chip Cookies 150g,Biscuits,Parle Products,65.0,75.0,BUNI-1514,2026-05-13,2026-08-24,169,8,EXPIRED
CANNED-MUSHROOM-004,Urban Platter Button Mushrooms 400g,Canned Foods,Del Monte India,110.0,120.0,BMUS-1438,2025-09-24,2026-08-31,139,12,WARNING
CER-OATS-002,Quaker Rolled Oats 1kg,Cereals,Kellogg India,180.0,195.0,BOAT-1454,2025-10-12,2026-08-29 01:33:04,178,4,CRITICAL
CER-CHOCOS-004,Kellogg's Chocos Crunchy Bites 375g,Cereals,Kellogg India,195.0,210.0,BCHO-1022,2026-01-23,2026-09-04,106,18,SAFE
RTE-PANEER-001,MTR Ready to Eat Paneer Butter Masala 300g,Ready-to-eat foods,MTR Foods,140.0,150.0,BPAN-1419,2025-11-14,2026-08-30,291,12,WARNING
RTE-RAJMA-003,Haldiram's Minute Khana Rajma Chawal 375g,Ready-to-eat foods,MTR Foods,125.0,135.0,BRAJ-1170,2025-11-06,2026-09-28,250,10,SAFE
CANNED-MUSHROOM-004,Urban Platter Button Mushrooms 400g,Canned Foods,Del Monte India,110.0,120.0,BMUS-1048,2025-12-26,2026-10-14 23:39:44,345,11,SAFE
DAIRY-YOGURT-004,Epigamia Greek Yogurt Mango 85g,Dairy,Amul India,50.0,55.0,BYOG-1066,2026-03-07,2026-12-26,50,26,SAFE
CER-CORN-001,Kellogg's Corn Flakes Original 875g,Cereals,Kellogg India,310.0,330.0,BCOR-1228,2025-12-24,2026-10-04,132,18,SAFE
COND-TABASCO-001,Tabasco Original Red Pepper Sauce 60ml,Condiments,Wingreens Farms,220.0,240.0,BTAB-1408,2026-09-03,2026-12-08 02:26:10,155,19,SAFE
DAIRY-CHEESE-005,Britannia Processed Cheese Slices 200g,Dairy,Amul India,140.0,145.0,BCHE-1413,2025-11-19,2026-08-30,258,3,WARNING
RTE-DAL-002,Kitchens of India Dal Makhani 285g,Ready-to-eat foods,MTR Foods,150.0,165.0,BDAL-1034,2026-05-12,2026-12-12,223,8,SAFE
SNACK-NUTS-005,Nutraj Salted Roasted Almonds 200g,Snacks,PepsiCo India,280.0,300.0,BNUT-1012,2025-12-21,2026-10-01 23:14:09,342,24,SAFE
SPICE-PEPPER-005,Keya Black Pepper Grinder 50g,Spices,MDH Spices,160.0,175.0,BPEP-1484,2026-03-20,2026-08-28 04:25:22,120,28,CRITICAL
DISC-UNIBIC-005,Unibic Chocolate Chip Cookies 150g,Biscuits,Parle Products,65.0,75.0,BUNI-1133,2026-02-15,2027-01-03 06:30:50,134,10,SAFE
PKG-SALT-005,Tata Vacuum Evaporated Iodized Salt 1kg,Packaged Foods,Tata Consumer Products,25.0,28.0,BSAL-1301,2025-12-04,2026-09-08,297,6,SAFE
COND-MUSTARD-002,French's Classic Yellow Mustard 226g,Condiments,Wingreens Farms,210.0,230.0,BMUS-1299,2026-02-22,2026-10-23,341,7,SAFE
RTE-RAJMA-003,Haldiram's Minute Khana Rajma Chawal 375g,Ready-to-eat foods,MTR Foods,125.0,135.0,BRAJ-1044,2025-11-29,2026-11-25 03:47:16,275,4,SAFE
JUICE-COCO-002,RAW Pressery 100% Tender Coconut Water 200ml,Juices,Dabur India,60.0,65.0,BCOC-1331,2026-04-05,2026-12-04,23,13,SAFE
CER-CORN-001,Kellogg's Corn Flakes Original 875g,Cereals,Kellogg India,310.0,330.0,BCOR-1323,2026-02-13,2026-09-26,221,13,SAFE
BEV-TEA-003,Tata Tea Gold 500g,Beverages,Dabur India,320.0,340.0,BTEA-1456,2026-03-07,2026-08-28 23:50:48,139,18,CRITICAL
COND-MUSTARD-002,French's Classic Yellow Mustard 226g,Condiments,Wingreens Farms,210.0,230.0,BMUS-1191,2026-05-30,2026-11-15,350,5,SAFE
BAKERY-RUSK-005,Parle Premium Elaichi Rusk 300g,Bakery,Britannia Industries,55.0,60.0,BRUS-1206,2026-05-17,2026-10-29 09:52:46,155,21,SAFE
SNACK-CHIPS-001,Lay's India's Magic Masala Chips 50g,Snacks,PepsiCo India,20.0,20.0,BCHI-1102,2026-04-16,2026-11-23,100,21,SAFE
BEV-JUICE-001,Real Fruit Power Mango Juice 1L,Beverages,Dabur India,110.0,120.0,BJUI-1501,2026-01-21,2026-08-27 18:53:18,57,13,DONATION
DISC-OREO-004,Oreo Chocolate Cream Biscuits 120g,Biscuits,Parle Products,35.0,40.0,BORE-1114,2025-12-19,2026-12-08,58,9,SAFE
SPICE-PEPPER-005,Keya Black Pepper Grinder 50g,Spices,MDH Spices,160.0,175.0,BPEP-1481,2026-01-24,2026-08-28 02:00:26,167,3,CRITICAL
CER-OATS-002,Quaker Rolled Oats 1kg,Cereals,Kellogg India,180.0,195.0,BOAT-1505,2025-12-05,2026-08-27 15:39:43,76,15,DONATION
DISC-UNIBIC-005,Unibic Chocolate Chip Cookies 150g,Biscuits,Parle Products,65.0,75.0,BUNI-1538,2025-12-18,2026-08-24,298,16,EXPIRED
FROZEN-PEAS-002,Safal Frozen Green Peas 1kg,Frozen Foods,McCain Foods,130.0,145.0,BPEA-1063,2026-03-23,2027-01-17,142,10,SAFE
CER-CORN-001,Kellogg's Corn Flakes Original 875g,Cereals,Kellogg India,310.0,330.0,BCOR-1072,2025-12-30,2026-09-15,78,25,SAFE
BAKERY-BREAD-002,Harvest Gold White Bread 400g,Bakery,Britannia Industries,40.0,42.0,BBRE-1407,2026-01-16,2026-12-19,23,2,SAFE
RTE-PANEER-001,MTR Ready to Eat Paneer Butter Masala 300g,Ready-to-eat foods,MTR Foods,140.0,150.0,BPAN-1412,2026-02-06,2026-08-30 19:52:06,56,22,WARNING
BEV-TEA-003,Tata Tea Gold 500g,Beverages,Dabur India,320.0,340.0,BTEA-1053,2026-09-08,2027-02-13 01:40:30,69,25,SAFE
SAUCE-SOYA-004,Tops Dark Soy Sauce 210ml,Sauces,Hindustan Unilever,55.0,60.0,BSOY-1237,2026-04-18,2026-10-03,350,4,SAFE
CER-CHOCOS-004,Kellogg's Chocos Crunchy Bites 375g,Cereals,Kellogg India,195.0,210.0,BCHO-1049,2026-06-23,2026-10-28 09:15:03,333,20,SAFE
BAKERY-BUN-003,English Oven Burger Buns 4pcs,Bakery,Britannia Industries,35.0,38.0,BBUN-1442,2025-11-07,2026-09-02,86,22,WARNING
DISC-PARLEG-001,Parle-G Gold Biscuits 1kg,Biscuits,Parle Products,120.0,130.0,BPAR-1282,2026-03-07,2026-09-10 01:05:30,39,22,SAFE
RTE-DAL-002,Kitchens of India Dal Makhani 285g,Ready-to-eat foods,MTR Foods,150.0,165.0,BDAL-1384,2026-02-16,2026-10-28 20:33:57,88,23,SAFE
PKG-SALT-005,Tata Vacuum Evaporated Iodized Salt 1kg,Packaged Foods,Tata Consumer Products,25.0,28.0,BSAL-1285,2025-11-16,2026-11-06 05:36:19,57,25,SAFE
FROZEN-NUGGETS-004,Sumeru Crispy Chicken Nuggets 500g,Frozen Foods,McCain Foods,240.0,260.0,BNUG-1465,2025-10-08,2026-08-28 11:29:27,331,7,CRITICAL
CANNED-CORN-001,Del Monte Whole Kernel Sweet Corn 400g,Canned Foods,Del Monte India,85.0,95.0,BCOR-1208,2026-01-15,2026-11-21 04:02:04,73,22,SAFE
PICKLE-GARLIC-002,Priya Garlic Pickle in Sesame Oil 300g,Pickles,Desai Foods (Mother's Recipe),110.0,125.0,BGAR-1016,2026-03-17,2026-10-19,290,10,SAFE
PKG-DAL-001,Tata Sampann Unpolished Arhar Dal 1kg,Packaged Foods,Tata Consumer Products,165.0,175.0,BDAL-1090,2026-05-03,2026-11-14,214,26,SAFE
PICKLE-CHILLI-005,Bedekar Green Chilli Pickle 300g,Pickles,Desai Foods (Mother's Recipe),85.0,95.0,BCHI-1510,2026-02-09,2026-08-27 17:48:57,336,25,DONATION
CER-CHOCOS-004,Kellogg's Chocos Crunchy Bites 375g,Cereals,Kellogg India,195.0,210.0,BCHO-1498,2026-03-10,2026-08-27 15:41:49,240,16,DONATION
DISC-OREO-004,Oreo Chocolate Cream Biscuits 120g,Biscuits,Parle Products,35.0,40.0,BORE-1154,2026-03-19,2027-01-15,274,10,SAFE
SNACK-BHUJIA-003,Haldiram's Nagpur Alooo Bhujia 400g,Snacks,PepsiCo India,120.0,130.0,BBHU-1347,2025-11-15,2026-09-12,256,5,SAFE
BAKERY-BREAD-002,Harvest Gold White Bread 400g,Bakery,Britannia Industries,40.0,42.0,BBRE-1026,2026-06-07,2026-10-15 08:43:57,263,28,SAFE
DISC-UNIBIC-005,Unibic Chocolate Chip Cookies 150g,Biscuits,Parle Products,65.0,75.0,BUNI-1263,2026-03-30,2026-09-18 05:11:50,277,6,SAFE
SNACK-KURKURE-002,Kurkure Masala Munch 85g,Snacks,PepsiCo India,20.0,20.0,BKUR-1203,2026-10-25,2027-02-14,281,11,SAFE
FROZEN-MOMOS-003,Prasuma Chicken Veg Momos 24pcs,Frozen Foods,McCain Foods,290.0,320.0,BMOM-1183,2026-02-25,2027-01-20,87,26,SAFE
COND-SRIRACHA-004,Huy Fong Sriracha Hot Chili Sauce 255g,Condiments,Wingreens Farms,320.0,350.0,BSRI-1128,2026-06-22,2027-01-13,209,16,SAFE
SPICE-CORI-004,Tata Sampann Coriander Powder 200g,Spices,MDH Spices,70.0,75.0,BCOR-1365,2026-02-06,2027-01-03,126,26,SAFE
SAUCE-SCHZ-002,Ching's Secret Schezwan Chutney 250g,Sauces,Hindustan Unilever,80.0,85.0,BSCH-1459,2025-10-21,2026-08-28 22:27:13,217,2,CRITICAL
RTE-RAJMA-003,Haldiram's Minute Khana Rajma Chawal 375g,Ready-to-eat foods,MTR Foods,125.0,135.0,BRAJ-1076,2026-04-07,2026-12-17,241,23,SAFE
BEV-SODA-006,Coca-Cola Original Taste 1.25L,Beverages,Dabur India,60.0,65.0,BSOD-1489,2025-12-16,2026-08-27 16:51:50,141,26,DONATION
INST-UPMA-004,MTR Instant Vegetable Upma Mix 160g,Instant Foods,Nestle India,45.0,50.0,BUPM-1439,2025-11-12,2026-08-30,303,8,WARNING
CER-CORN-001,Kellogg's Corn Flakes Original 875g,Cereals,Kellogg India,310.0,330.0,BCOR-1428,2025-09-13,2026-08-31,28,4,WARNING
FROZEN-FRIES-001,McCain French Fries Crispy 750g,Frozen Foods,McCain Foods,170.0,185.0,BFRI-1111,2026-09-16,2027-01-28 23:43:30,245,9,SAFE
COND-TABASCO-001,Tabasco Original Red Pepper Sauce 60ml,Condiments,Wingreens Farms,220.0,240.0,BTAB-1021,2026-04-22,2027-01-11 13:15:30,237,7,SAFE
COND-TABASCO-001,Tabasco Original Red Pepper Sauce 60ml,Condiments,Wingreens Farms,220.0,240.0,BTAB-1309,2026-03-27,2026-09-19,312,6,SAFE
SAUCE-MAYO-003,Veeba Eggless Mayonnaise 250g,Sauces,Hindustan Unilever,75.0,85.0,BMAY-1357,2025-12-11,2026-10-04,278,12,SAFE
DISC-GOODDAY-002,Britannia Good Day Butter Cookies 600g,Biscuits,Parle Products,140.0,150.0,BGOO-1361,2026-05-29,2026-12-25 17:54:05,75,16,SAFE
SAUCE-SCHZ-002,Ching's Secret Schezwan Chutney 250g,Sauces,Hindustan Unilever,80.0,85.0,BSCH-1424,2025-11-21,2026-09-01 19:52:55,331,11,WARNING
PKG-OIL-004,Fortune Kachi Ghani Mustard Oil 1L,Packaged Foods,Tata Consumer Products,155.0,165.0,BOIL-1156,2026-03-19,2027-01-31,191,12,SAFE
SPICE-GARAM-001,Everest Royal Garam Masala 100g,Spices,MDH Spices,85.0,90.0,BGAR-1352,2026-07-16,2027-01-17,163,3,SAFE
DAIRY-BUTTER-002,Amul Pasteurised Butter 500g,Dairy,Amul India,270.0,275.0,BBUT-1414,2026-04-22,2026-09-01,237,22,WARNING
SPICE-CHILLI-002,MDH Deggi Mirch Powder 100g,Spices,MDH Spices,95.0,100.0,BCHI-1081,2026-07-15,2026-10-15,69,26,SAFE
BAKERY-RUSK-005,Parle Premium Elaichi Rusk 300g,Bakery,Britannia Industries,55.0,60.0,BRUS-1047,2025-11-23,2026-11-15,148,8,SAFE
JUICE-ORANGE-003,Minute Maid Pulpy Orange Drink 1L,Juices,Dabur India,90.0,99.0,BORA-1515,2026-02-17,2026-08-22,166,22,EXPIRED
PICKLE-MANGO-001,Mother's Recipe Mango Pickle 500g,Pickles,Desai Foods (Mother's Recipe),145.0,160.0,BMAN-1437,2026-02-20,2026-08-31,105,14,WARNING
CANNED-BEANS-003,Heinz Baked Beans in Tomato Sauce 415g,Canned Foods,Del Monte India,140.0,150.0,BBEA-1136,2026-04-22,2026-12-15,254,24,SAFE
CANNED-MUSHROOM-004,Urban Platter Button Mushrooms 400g,Canned Foods,Del Monte India,110.0,120.0,BMUS-1518,2025-10-14,2026-08-15,103,26,EXPIRED
SNACK-NACHOS-004,Doritos Cheese Nachos 60g,Snacks,PepsiCo India,30.0,30.0,BNAC-1158,2026-05-16,2026-12-11,225,3,SAFE
DISC-FANTASY-003,Sunfeast Dark Fantasy Choco Fills 300g,Biscuits,Parle Products,160.0,175.0,BFAN-1487,2025-09-08,2026-08-27 20:22:39,63,6,DONATION
INST-PASTA-003,Maggi Pazzta Cheese Macaroni 70g,Instant Foods,Nestle India,30.0,35.0,BPAS-1528,2025-12-31,2026-08-15,75,26,EXPIRED
DAIRY-CURD-006,Nandini Premium Curd 500g,Dairy,Amul India,35.0,38.0,BCUR-1480,2025-10-18,2026-08-29 02:59:44,294,8,CRITICAL
SNACK-KURKURE-002,Kurkure Masala Munch 85g,Snacks,PepsiCo India,20.0,20.0,BKUR-1184,2026-04-12,2027-01-30,300,13,SAFE
JUICE-GUAVA-001,B-Natural Pink Guava Juice 1L,Juices,Dabur India,105.0,115.0,BGUA-1275,2026-02-02,2027-01-17,214,17,SAFE
BAKERY-RUSK-005,Parle Premium Elaichi Rusk 300g,Bakery,Britannia Industries,55.0,60.0,BRUS-1523,2025-08-31,2026-08-17,94,19,EXPIRED
COND-DIP-003,Wingreens Farms Chipotle Dip 180g,Condiments,Wingreens Farms,175.0,190.0,BDIP-1209,2026-06-20,2027-01-06,131,15,SAFE
BEV-JUICE-002,Tropicana 100% Orange Juice 1L,Beverages,Dabur India,130.0,140.0,BJUI-1161,2026-03-23,2027-02-01 21:00:20,248,2,SAFE
SPICE-CORI-004,Tata Sampann Coriander Powder 200g,Spices,MDH Spices,70.0,75.0,BCOR-1535,2026-01-11,2026-08-16,178,10,EXPIRED
RTE-DAL-002,Kitchens of India Dal Makhani 285g,Ready-to-eat foods,MTR Foods,150.0,165.0,BDAL-1231,2026-01-13,2026-11-12 15:28:13,222,2,SAFE
COND-DIP-003,Wingreens Farms Chipotle Dip 180g,Condiments,Wingreens Farms,175.0,190.0,BDIP-1085,2026-06-01,2026-11-19,258,16,SAFE
DISC-GOODDAY-002,Britannia Good Day Butter Cookies 600g,Biscuits,Parle Products,140.0,150.0,BGOO-1055,2026-04-26,2026-11-30,41,4,SAFE
BAKERY-PASTRY-004,Monginis Choco Lava Cake 75g,Bakery,Britannia Industries,40.0,45.0,BPAS-1080,2026-05-16,2026-11-21,211,17,SAFE
SPICE-PEPPER-005,Keya Black Pepper Grinder 50g,Spices,MDH Spices,160.0,175.0,BPEP-1056,2026-10-05,2027-01-25 02:54:36,81,22,SAFE
INST-SOUP-002,Knorr Thick Tomato Soup 53g,Instant Foods,Nestle India,50.0,55.0,BSOU-1300,2026-07-01,2026-11-30,86,9,SAFE
PKG-ATTA-003,Aashirvaad Shuddh Chakki Atta 5kg,Packaged Foods,Tata Consumer Products,240.0,260.0,BATT-1395,2026-07-29,2027-02-08,137,19,SAFE
COND-DIP-003,Wingreens Farms Chipotle Dip 180g,Condiments,Wingreens Farms,175.0,190.0,BDIP-1400,2026-04-15,2027-02-12 08:21:44,115,12,SAFE
